No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
680,"선택적 근로시간제,탄력적 근로시간제",202606,1주차(06월 01일~06월 07일),00100339,류예린,S5(과장),구미,전략기획팀,521,508,476,515,489,0,0,2509,2509,296,0,174,300
681,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100000,송소율,상무,거제,소나개발팀,471,500,482,521,435,0,0,2408,2408,300,0,91,300
682,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100001,류준서,부사장,거제,기구설계팀,559,517,563,505,526,0,0,2671,2671,229,0,120,300
683,근태예외자,202606,2주차(06월 08일~06월 14일),00100002,조하람,전무,거제,Smart Vessel사업팀,430,416,479,482,503,0,0,2310,2310,265,0,95,300
684,근태예외자,202606,2주차(06월 08일~06월 14일),00100003,권가은,부사장,거제,R&D 1팀,459,424,524,447,502,0,0,2355,2355,290,0,198,300
685,근태예외자,202606,2주차(06월 08일~06월 14일),00100004,류나윤,전무,판교,해양SW2팀,480,511,455,519,562,0,0,2526,2526,284,0,253,300
686,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100005,박소율,부사장,판교,경영지원팀,567,527,579,557,523,0,0,2753,2753,213,0,359,300
687,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100006,신도윤,부사장,구미,구매팀,448,491,481,482,461,0,0,2363,2363,223,0,222,300
688,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100007,한윤서,부사장,판교,Smart Vessel사업팀,523,473,529,498,475,237,0,2734,2497,257,0,203,300
689,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100008,박수아,부사장,거제,품질팀,523,518,553,514,476,0,0,2584,2584,181,0,166,300
690,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100009,배승우,전무,구미,Smart Vessel사업팀,532,462,482,534,537,0,0,2547,2547,185,0,112,300
691,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100010,오시우,S4(대리),판교,구매팀,424,470,490,498,457,0,0,2339,2339,200,0,186,300
692,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100011,윤은서,S6(차장),구미,경영지원팀,566,539,529,575,552,0,0,2761,2761,271,0,223,300
693,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100012,정서윤,S5(과장),구미,경영지원팀,28,22,0,58,52,526,460,1145,158,247,0,148,300
694,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100013,서우진,수석연구원,판교,기구설계팀,530,515,580,544,575,0,0,2745,2745,226,0,162,300
695,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100014,류예린,S3(사원),구미,해양SW1팀,542,559,541,522,517,0,0,2681,2681,195,0,203,300
696,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100015,정하은,S4(대리),거제,해양SW1팀,544,520,513,545,559,0,0,2680,2680,298,0,261,300
697,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100016,홍은서,수석연구원,구미,R&D 1팀,460,497,488,506,490,0,0,2441,2441,292,0,156,300
698,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100017,최민준,S3(사원),거제,해양SW2팀,590,628,605,550,590,0,0,2964,2964,215,0,280,300
699,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100018,조태윤,S3(사원),서울2,Smart Vessel사업팀,553,517,494,472,493,0,0,2530,2530,196,0,67,300
700,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100019,황다인,S6(차장),거제,품질팀,524,475,524,458,553,0,0,2534,2534,251,0,124,300
701,근태예외자,202606,2주차(06월 08일~06월 14일),00100020,황시우,S5(과장),구미,Smart Vessel사업팀,520,470,512,488,475,0,0,2464,2464,257,0,107,300
702,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100021,송서연,S5(과장),서울2,해양SW2팀,487,475,493,507,464,0,0,2427,2427,262,0,281,300
703,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100022,장가은,S7(부장),서울2,기구설계팀,541,560,536,535,560,0,0,2733,2733,240,0,166,300
704,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100023,한우진,수석연구원,판교,품질팀,521,500,515,526,523,0,0,2585,2585,202,0,184,300
705,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100024,윤준서,S6(차장),판교,해양SW2팀,494,450,495,507,509,0,0,2455,2455,244,0,353,300
706,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100025,황건우,S5(과장),판교,품질팀,533,525,484,572,507,0,0,2621,2621,292,0,178,300
707,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100026,오가은,S3(사원),서울2,전략기획팀,538,526,557,565,514,0,0,2701,2701,237,0,190,300
708,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100027,전민준,S3(사원),구미,Smart Vessel사업팀,505,470,541,428,515,0,0,2459,2459,299,0,73,300
709,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100028,서준서,S5(과장),판교,품질팀,486,491,515,481,533,0,0,2506,2506,230,0,190,300
710,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100029,서다인,S5(과장),거제,해양SW1팀,548,548,547,536,514,0,0,2693,2693,189,0,167,300
711,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100030,정다인,S5(과장),판교,Smart Vessel사업팀,498,463,523,482,470,0,0,2436,2436,294,0,111,300
712,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100031,오하윤,전문연구원,거제,해양SW1팀,556,585,555,536,518,0,0,2750,2750,263,0,249,300
713,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100032,최지민,S5(과장),구미,해양SW1팀,591,545,569,565,544,0,0,2815,2815,244,0,242,300
714,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100033,임채원,S5(과장),판교,해양SW2팀,461,460,525,472,446,0,0,2364,2364,279,0,236,300
715,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100034,오다인,S7(부장),구미,품질팀,521,548,540,538,501,0,0,2648,2648,278,0,120,300
716,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100035,송하윤,S6(차장),거제,R&D 1팀,518,553,494,491,493,0,0,2549,2549,196,0,247,300
717,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100036,정예린,S5(과장),판교,소나개발팀,524,487,550,568,558,0,0,2686,2686,242,0,175,300
718,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100037,안予진,S3(사원),판교,전략기획팀,526,523,517,500,553,0,0,2619,2619,240,0,139,300
719,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100038,이재현,전문연구원,판교,Smart Vessel사업팀,511,502,493,534,506,0,0,2545,2545,263,0,103,300
720,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100039,한준서,S5(과장),구미,R&D 1팀,519,509,523,515,469,0,0,2536,2536,296,0,131,300
721,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100040,윤건우,S7(부장),거제,경영지원팀,517,541,554,543,557,0,0,2713,2713,187,0,236,300
722,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100041,권동현,책임연구원,판교,해양SW2팀,452,475,458,470,483,0,0,2339,2339,280,0,216,300
723,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100042,최하윤,S3(사원),거제,해양SW2팀,508,477,490,481,471,0,0,2426,2426,187,0,312,300
724,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100043,윤재현,책임연구원,구미,품질팀,520,500,520,547,546,0,0,2633,2633,283,0,237,300
725,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100044,구서윤,S5(과장),구미,경영지원팀,486,551,548,557,479,205,0,2827,2621,250,0,358,300
726,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100045,오서연,선임연구원,구미,구매팀,423,458,463,476,437,0,0,2257,2257,281,0,214,300
727,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100046,전현우,S4(대리),거제,경영지원팀,513,456,515,551,521,0,0,2556,2556,306,0,293,300
728,"선택적 근로시간제,탄력적 근로시간제",202606,2주차(06월 08일~06월 14일),00100047,최유진,S5(과장),구미,Smart Vessel사업팀,493,542,482,492,530,0,0,2539,2539,235,0,129,300
729,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100048,신건우,S4(대리),서울2,소나개발팀,488,500,511,519,532,0,0,2550,2550,285,0,158,300
730,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100049,박수아,S5(과장),서울2,R&D 1팀,496,505,497,500,488,0,0,2486,2486,259,0,222,300
731,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100050,홍유진,S3(사원),거제,해양SW1팀,562,499,592,517,473,0,0,2643,2643,223,0,253,300
732,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100051,최다인,전문연구원,거제,Smart Vessel사업팀,528,526,515,470,457,0,0,2496,2496,233,0,119,300
733,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100052,이채원,S3(사원),거제,R&D 1팀,488,451,503,501,514,0,0,2456,2456,209,0,162,300
734,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100053,홍나윤,책임연구원,구미,해양SW1팀,529,529,530,554,536,0,0,2679,2679,214,0,238,300
735,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100054,오서연,S5(과장),구미,해양SW2팀,482,469,470,510,490,0,0,2420,2420,187,0,207,300
736,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100055,조予진,선임연구원,구미,소나개발팀,547,524,545,500,513,0,0,2629,2629,188,0,171,300
737,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100056,황은서,S4(대리),구미,경영지원팀,515,533,515,562,559,0,0,2683,2683,296,0,322,300
738,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100057,구지민,선임연구원,판교,기구설계팀,538,536,566,541,523,0,0,2704,2704,226,0,145,300
739,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100058,홍건우,S5(과장),서울2,품질팀,488,538,556,551,512,0,0,2646,2646,215,0,127,300
740,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100059,배현우,S5(과장),구미,소나개발팀,558,547,512,565,543,0,0,2725,2725,245,0,171,300
741,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100060,김건우,S6(차장),구미,기구설계팀,529,563,475,536,534,0,90,2727,2637,250,0,90,300
742,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100061,임다은,S4(대리),서울2,품질팀,491,538,545,516,542,0,0,2632,2632,203,0,149,300
743,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100062,홍준서,S4(대리),구미,소나개발팀,554,529,511,509,494,0,0,2597,2597,193,0,112,300
744,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100063,류도윤,S4(대리),구미,소나개발팀,547,523,547,477,541,0,0,2635,2635,189,0,87,300
745,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100064,안하윤,S5(과장),구미,기구설계팀,503,535,521,520,503,0,0,2582,2582,293,0,128,300
746,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100065,정현우,S6(차장),구미,전략기획팀,489,501,543,501,532,0,0,2566,2566,312,0,218,300
747,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100066,홍서윤,S7(부장),구미,해양SW1팀,526,595,534,586,572,0,0,2812,2812,229,0,331,300
748,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100067,김우진,S7(부장),구미,R&D 1팀,512,468,510,518,469,0,0,2477,2477,262,0,172,300
749,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100068,권하은,S3(사원),구미,소나개발팀,486,481,494,547,487,0,0,2495,2495,269,0,103,300
750,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100069,박유진,S6(차장),판교,R&D 1팀,480,439,523,513,463,0,0,2418,2418,186,0,204,300
751,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100070,장채원,S6(차장),판교,Smart Vessel사업팀,472,479,496,490,479,0,0,2417,2417,260,0,192,300
752,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100071,서지훈,S7(부장),구미,해양SW2팀,503,496,496,506,470,0,0,2471,2471,194,0,182,300
753,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100072,박하윤,S5(과장),판교,기구설계팀,559,545,508,544,545,0,0,2701,2701,193,0,142,300
754,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100073,황수아,S4(대리),거제,기구설계팀,556,517,538,564,530,0,0,2704,2704,287,0,171,300
755,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100074,안현우,선임연구원,판교,Smart Vessel사업팀,461,478,479,478,462,0,0,2358,2358,245,0,101,300
756,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100075,임유진,S5(과장),판교,경영지원팀,569,528,509,548,547,0,0,2701,2701,197,0,320,300
757,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100076,권수아,책임연구원,구미,소나개발팀,477,493,535,502,514,0,0,2521,2521,195,0,164,300
758,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100077,장가은,S5(과장),구미,해양SW2팀,501,484,461,468,449,0,0,2363,2363,234,0,351,300
759,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100078,황하람,S3(사원),구미,R&D 1팀,433,478,500,511,445,0,0,2366,2366,258,0,166,300
760,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100079,임하윤,S5(과장),구미,해양SW1팀,590,558,583,543,509,0,0,2783,2783,257,0,156,300
761,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100080,한은서,S5(과장),구미,구매팀,445,482,513,466,512,0,0,2417,2417,273,0,192,300
762,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100081,오지훈,S3(사원),판교,해양SW2팀,476,475,500,522,491,0,0,2464,2464,281,0,301,300
763,"선택적 근로시간제,탄력적 근로시간제",202606,2주차(06월 08일~06월 14일),00100082,이수아,S5(과장),구미,전략기획팀,527,545,512,541,508,0,0,2632,2632,208,0,195,300
764,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100083,신동현,S3(사원),거제,기구설계팀,550,526,560,518,547,0,0,2701,2701,289,0,250,300
765,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100084,홍은서,S3(사원),판교,품질팀,518,520,478,529,456,0,0,2501,2501,214,0,101,300
766,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100085,신승우,책임연구원,거제,R&D 1팀,474,460,517,485,506,0,0,2442,2442,265,0,131,300
767,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100086,송지민,S6(차장),거제,해양SW1팀,544,582,516,551,553,0,0,2747,2747,220,0,165,300
768,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100087,홍건우,S3(사원),구미,구매팀,464,461,508,439,500,0,0,2372,2372,256,0,270,300
769,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100088,강시우,S5(과장),구미,해양SW2팀,503,508,488,493,493,0,0,2485,2485,189,0,198,300
770,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100089,한승우,S3(사원),서울2,R&D 1팀,455,530,496,421,481,0,0,2383,2383,226,0,176,300
771,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100090,박동현,S5(과장),구미,R&D 1팀,432,478,509,467,430,0,0,2315,2315,235,0,239,300
772,"선택적 근로시간제,탄력적 근로시간제",202606,2주차(06월 08일~06월 14일),00100091,신태윤,S4(대리),판교,기구설계팀,521,496,511,548,542,0,0,2619,2619,282,0,78,300
773,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100092,황수아,S5(과장),구미,R&D 1팀,469,507,476,469,491,0,0,2413,2413,253,0,272,300
774,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100093,조유진,S6(차장),구미,품질팀,493,533,525,501,499,0,0,2551,2551,229,0,180,300
775,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100094,임서연,S4(대리),구미,해양SW2팀,466,470,496,528,534,0,0,2494,2494,268,0,216,300
776,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100095,류하람,S3(사원),판교,구매팀,549,482,485,486,462,0,0,2464,2464,307,0,279,300
777,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100096,권승우,S3(사원),서울2,구매팀,569,467,493,514,502,0,0,2546,2546,277,0,169,300
778,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100097,최다인,S4(대리),구미,Smart Vessel사업팀,511,451,503,481,510,0,160,2616,2456,229,0,162,300
779,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100098,이나윤,S3(사원),구미,소나개발팀,479,521,515,518,531,0,0,2565,2565,211,0,99,300
780,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100099,최지훈,선임연구원,거제,기구설계팀,501,515,508,506,560,0,0,2591,2591,235,0,132,300
781,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100100,김민준,S4(대리),구미,전략기획팀,533,555,517,490,500,0,0,2595,2595,229,0,233,300
782,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100101,윤予진,S5(과장),구미,경영지원팀,530,524,539,527,500,0,0,2620,2620,200,0,285,300
783,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100102,임하은,S5(과장),구미,R&D 1팀,461,485,554,511,487,0,0,2499,2499,193,0,207,300
784,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100103,윤서윤,S3(사원),판교,경영지원팀,494,526,587,564,490,0,0,2661,2661,290,0,234,300
785,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100104,오은서,책임연구원,거제,해양SW2팀,524,498,479,490,493,0,0,2483,2483,295,0,274,300
786,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100105,조나윤,S3(사원),판교,기구설계팀,569,517,526,565,558,0,0,2734,2734,212,0,132,300
787,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100106,임재현,S7(부장),구미,해양SW2팀,458,503,482,504,460,0,0,2407,2407,186,0,218,300
788,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100107,배하은,책임연구원,거제,경영지원팀,536,564,570,518,527,0,0,2716,2716,282,0,241,300
789,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100108,전하윤,책임연구원,서울2,해양SW1팀,559,517,545,503,517,0,0,2641,2641,285,0,189,300
790,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100109,한소율,S5(과장),구미,소나개발팀,517,533,503,536,514,0,0,2603,2603,211,0,109,300
791,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100110,권도윤,선임연구원,구미,해양SW1팀,552,579,523,530,494,0,0,2678,2678,187,0,199,300
792,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100111,최민준,S4(대리),판교,구매팀,498,489,474,518,496,173,0,2648,2475,232,0,223,300
793,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100112,조태윤,S3(사원),구미,Smart Vessel사업팀,503,548,494,504,527,0,0,2576,2576,272,0,106,300
794,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100113,황준서,S4(대리),판교,기구설계팀,523,556,554,517,558,0,37,2744,2707,288,0,121,300
795,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100114,김민재,S4(대리),구미,경영지원팀,531,552,537,509,537,0,0,2666,2666,259,0,451,300
796,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100115,이건우,S4(대리),구미,구매팀,466,488,458,519,455,0,0,2386,2386,301,0,147,300
797,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100116,전도윤,S3(사원),판교,Smart Vessel사업팀,494,458,512,477,476,0,0,2417,2417,214,0,128,300
798,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100117,전지훈,S4(대리),서울2,품질팀,515,491,502,522,510,0,0,2540,2540,307,0,156,300
799,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100118,서건우,S3(사원),구미,해양SW2팀,474,503,532,471,487,0,0,2467,2467,215,0,212,300
800,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100119,임하윤,책임연구원,구미,경영지원팀,514,525,547,548,515,62,0,2711,2650,184,0,270,300
801,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100120,전유진,S6(차장),판교,품질팀,483,522,500,512,550,0,0,2566,2566,308,0,173,300
802,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100121,이予진,S5(과장),판교,구매팀,422,440,499,485,492,0,0,2339,2339,311,0,157,300
803,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100122,박건우,S5(과장),구미,품질팀,477,547,539,531,478,0,0,2571,2571,306,0,152,300
804,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100123,권예린,S6(차장),구미,해양SW2팀,460,469,517,483,451,0,0,2380,2380,275,0,250,300
805,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100124,송소율,S4(대리),거제,구매팀,524,518,509,517,493,0,0,2562,2562,250,0,215,300
806,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100125,장준서,전문연구원,구미,기구설계팀,559,495,524,509,533,0,0,2620,2620,208,0,97,300
807,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100126,류준서,S5(과장),구미,해양SW1팀,558,540,523,529,535,0,0,2684,2684,285,0,274,300
808,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100127,홍재현,S4(대리),구미,구매팀,451,459,471,476,454,0,0,2311,2311,310,0,166,300
809,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100128,권가은,S6(차장),구미,소나개발팀,519,509,490,526,494,0,0,2538,2538,191,0,133,300
810,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100129,류준서,S3(사원),구미,기구설계팀,481,514,551,527,512,0,0,2585,2585,257,0,142,300
811,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100130,배민준,책임연구원,거제,품질팀,521,512,500,500,461,121,0,2615,2495,260,0,197,300
812,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100131,한하윤,S3(사원),판교,전략기획팀,518,499,527,500,500,0,0,2544,2544,257,0,157,300
813,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100132,김동현,S3(사원),구미,기구설계팀,508,545,473,492,533,0,0,2551,2551,253,0,159,300
814,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100133,황予진,S5(과장),구미,품질팀,537,488,523,494,518,0,0,2561,2561,193,0,140,300
815,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100134,송유진,S3(사원),판교,Smart Vessel사업팀,508,518,527,508,490,0,0,2551,2551,186,0,71,300
816,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100135,임민재,S6(차장),판교,구매팀,461,516,466,465,489,0,0,2396,2396,281,0,187,300
817,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100136,김가은,책임연구원,판교,기구설계팀,542,586,551,524,566,103,0,2873,2770,273,0,110,300
818,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100137,강서윤,S6(차장),판교,구매팀,460,454,492,529,484,0,0,2417,2417,184,0,182,300
819,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100138,강지민,S3(사원),거제,Smart Vessel사업팀,500,463,534,484,529,0,0,2509,2509,209,0,93,300
820,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100139,류가은,S3(사원),구미,R&D 1팀,502,485,478,447,504,0,0,2416,2416,211,0,253,300
821,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00100140,박재현,S7(부장),구미,해양SW1팀,561,531,517,538,503,0,0,2650,2650,300,0,205,300
822,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100141,황동현,S5(과장),구미,해양SW2팀,547,521,485,537,479,0,0,2569,2569,271,0,182,300
823,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100142,강우진,S3(사원),구미,구매팀,497,504,563,448,506,0,0,2519,2519,238,0,254,300
824,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100143,조도윤,S6(차장),판교,전략기획팀,511,537,558,514,563,0,0,2683,2683,295,0,195,300
825,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100144,조도윤,S5(과장),구미,R&D 1팀,482,463,433,482,485,0,0,2345,2345,181,0,147,300
826,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100145,권나윤,수석연구원,거제,소나개발팀,490,494,484,480,494,0,0,2442,2442,278,0,130,300
827,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100146,권승우,S6(차장),거제,기구설계팀,538,487,517,491,539,0,0,2572,2572,283,0,178,300
828,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100147,전다인,S3(사원),거제,소나개발팀,511,504,507,510,491,0,0,2523,2523,287,0,108,300
829,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100148,오유진,전문연구원,거제,경영지원팀,515,501,527,485,520,0,0,2548,2548,241,0,297,300
830,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100149,박동현,전문연구원,거제,R&D 1팀,434,463,487,481,425,0,0,2290,2290,247,0,201,300
831,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100150,홍지민,전문연구원,구미,R&D 1팀,459,446,493,469,491,0,0,2359,2359,232,0,180,300
832,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100151,조지민,S3(사원),서울2,Smart Vessel사업팀,511,519,492,502,463,0,0,2488,2488,213,0,177,300
833,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100152,배우진,선임연구원,구미,경영지원팀,571,537,511,584,527,0,0,2731,2731,205,0,430,300
834,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100153,전수아,S3(사원),거제,품질팀,493,514,493,491,512,0,0,2502,2502,232,0,127,300
835,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100154,조건우,수석연구원,구미,경영지원팀,541,568,527,542,512,0,0,2690,2690,233,0,459,300
836,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100155,강수아,S6(차장),구미,해양SW2팀,488,448,477,473,484,0,0,2369,2369,194,0,220,300
837,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100156,안하은,S6(차장),구미,구매팀,478,483,475,460,477,0,0,2374,2374,262,0,215,300
838,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100157,구재현,S6(차장),서울2,품질팀,529,568,508,496,538,0,0,2639,2639,229,0,187,300
839,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100158,장태윤,S4(대리),거제,R&D 1팀,452,492,500,498,476,0,0,2418,2418,250,0,242,300
840,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00100159,윤예린,선임연구원,구미,전략기획팀,532,458,550,519,521,0,0,2581,2581,230,0,141,300
841,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100160,류동현,S6(차장),구미,소나개발팀,515,556,526,499,489,0,0,2586,2586,250,0,143,300
842,모성보호대상자,202606,2주차(06월 08일~06월 14일),00100161,신가은,S7(부장),구미,소나개발팀,495,521,495,539,533,0,0,2584,2584,203,0,160,300
843,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100162,이민준,수석연구원,거제,해양SW1팀,592,575,524,548,592,0,0,2831,2831,231,0,162,300
844,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00100163,류나윤,S6(차장),구미,기구설계팀,522,532,550,527,545,0,0,2676,2676,254,0,137,300
