No.,구분,년월,주차,사번,이름,직급,사업장,부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무(중식)
317,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200316,박소율,S6(차장),판교,해양SW2팀,516,588,515,434,454,0,0,2507,2507,267,0,56,300
318,모성보호대상자,202606,2주차(06월 08일~06월 14일),00200317,신서연,S3(사원),거제,전략기획팀,446,591,513,284,617,0,0,2451,2451,261,0,65,300
319,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200318,김시온,S3(사원),판교,R&D 1팀,394,529,777,729,491,0,192,3113,2921,187,0,74,300
320,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200319,전하윤,S3(사원),거제,Smart Vessel사업팀,531,583,598,677,718,0,0,3107,3107,281,0,176,300
321,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200320,황하윤,선임연구원,구미,R&D 1팀,728,590,722,590,398,0,0,3028,3028,199,0,168,300
322,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200321,장수아,S3(사원),판교,구매팀,444,471,764,631,475,0,116,2901,2785,311,0,154,300
323,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200322,신태윤,S4(대리),판교,경영지원팀,503,522,437,405,601,77,0,2545,2467,289,0,45,300
324,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200323,신하람,S4(대리),거제,해양SW1팀,647,808,716,338,570,0,0,3079,3079,276,0,68,300
325,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200324,임유진,수석연구원,거제,경영지원팀,672,475,518,613,452,0,0,2730,2730,216,0,105,300
326,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200325,임승우,S7(부장),판교,해양SW2팀,575,492,461,726,512,0,0,2766,2766,187,0,139,300
327,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200326,권지민,S6(차장),서울2,전략기획팀,641,698,532,646,375,218,0,3110,2891,305,0,93,300
328,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200327,조다은,S6(차장),구미,해양SW1팀,396,788,524,701,661,0,0,3071,3071,231,0,52,300
329,재량 근로시간제,202606,2주차(06월 08일~06월 14일),00200328,안민재,S3(사원),판교,해양SW1팀,477,661,436,624,752,0,0,2950,2950,269,0,53,300
330,모성보호대상자,202606,2주차(06월 08일~06월 14일),00200329,권유진,책임연구원,서울2,해양SW1팀,418,526,813,688,633,0,0,3079,3079,188,0,131,300
331,탄력적 근로시간제,202606,2주차(06월 08일~06월 14일),00200330,강수아,S4(대리),서울2,해양SW2팀,668,718,427,380,560,0,0,2752,2752,236,0,97,300
332,모성보호대상자,202606,2주차(06월 08일~06월 14일),00200331,배지민,S7(부장),구미,경영지원팀,743,687,470,423,485,0,0,2808,2808,197,0,90,300
333,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200332,이시온,S6(차장),구미,전략기획팀,651,548,475,578,550,0,187,2989,2803,219,0,146,300
334,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200333,황준서,S4(대리),구미,품질팀,427,606,582,635,622,0,0,2872,2872,311,0,130,300
335,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200334,임동현,S5(과장),판교,경영지원팀,597,451,573,559,384,0,0,2564,2564,235,0,118,300
336,선택적 근로시간제,202606,2주차(06월 08일~06월 14일),00200335,한민준,S3(사원),판교,소나개발팀,620,640,604,392,417,0,0,2673,2673,223,0,38,300
337,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200000,홍재현,상무,거제,품질팀,702,963,535,442,430,0,0,3071,3071,251,0,86,300
338,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200001,류시온,상무,거제,전략기획팀,601,607,551,637,433,0,127,2956,2828,272,0,121,300
339,근태예외자,202606,3주차(06월 15일~06월 21일),00200002,최현우,부사장,구미,경영지원팀,492,694,707,674,553,0,0,3120,3120,195,0,88,300
340,근태예외자,202606,3주차(06월 15일~06월 21일),00200003,배동현,상무,구미,경영지원팀,581,585,410,571,322,0,0,2470,2470,296,0,110,300
341,근태예외자,202606,3주차(06월 15일~06월 21일),00200004,서지훈,상무,구미,구매팀,539,523,659,849,533,0,0,3103,3103,306,0,164,300
342,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200005,임현우,부사장,구미,품질팀,449,449,595,648,683,226,0,3049,2823,301,0,130,300
343,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200006,김가은,전무,판교,해양SW1팀,636,605,469,333,699,0,0,2742,2742,241,0,31,300
344,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200007,류시온,전무,거제,경영지원팀,353,643,653,416,685,0,0,2750,2750,241,0,164,300
345,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200008,서건우,상무,거제,구매팀,469,542,346,337,583,122,0,2400,2278,274,0,152,300
346,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200009,안서연,전문연구원,서울2,전략기획팀,406,412,458,589,725,0,0,2590,2590,260,0,61,300
347,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200010,배재현,S6(차장),판교,해양SW1팀,784,467,699,512,485,0,0,2947,2947,269,0,160,300
348,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200011,윤소율,S7(부장),거제,구매팀,457,284,706,512,359,188,0,2507,2319,308,0,177,300
349,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200012,장은서,S6(차장),거제,경영지원팀,563,763,688,695,378,0,0,3086,3086,246,0,56,300
350,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200013,구하람,S6(차장),거제,기구설계팀,496,467,474,813,379,153,0,2782,2629,282,0,109,300
351,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200014,장민준,전문연구원,거제,구매팀,386,673,410,595,311,294,0,2669,2375,308,0,173,300
352,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200015,황가은,S3(사원),서울2,전략기획팀,407,523,661,998,426,0,0,3016,3016,196,0,127,300
353,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200016,안시온,책임연구원,판교,기구설계팀,274,299,652,501,702,0,0,2428,2428,192,0,58,300
354,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200017,임동현,전문연구원,거제,R&D 1팀,513,414,524,953,716,0,0,3119,3119,272,0,104,300
355,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200018,장승우,S5(과장),거제,Smart Vessel사업팀,527,593,571,514,328,282,0,2814,2532,255,0,149,300
356,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200019,박수아,책임연구원,서울2,해양SW1팀,362,851,360,539,469,0,0,2582,2582,194,0,145,300
357,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200020,정승우,수석연구원,구미,품질팀,583,793,485,857,403,0,0,3120,3120,242,0,67,300
358,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200021,박준서,책임연구원,구미,Smart Vessel사업팀,492,650,530,614,805,0,0,3091,3091,220,0,67,300
359,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200022,장성민,S4(대리),구미,전략기획팀,380,574,631,598,608,0,0,2791,2791,245,0,100,300
360,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200023,구지민,S3(사원),거제,품질팀,643,402,580,593,352,0,0,2570,2570,195,0,60,300
361,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200024,임유진,S5(과장),거제,경영지원팀,633,806,329,558,578,0,156,3060,2904,188,0,67,300
362,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200025,안민재,S5(과장),서울2,해양SW1팀,541,426,646,748,578,0,0,2938,2938,233,0,99,300
363,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200026,서민준,S5(과장),거제,해양SW1팀,389,695,402,676,761,77,0,2999,2923,221,0,179,300
364,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200027,오성민,책임연구원,판교,구매팀,717,356,724,593,437,270,0,3097,2827,289,0,74,300
365,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200028,한나윤,책임연구원,구미,소나개발팀,524,529,351,775,385,0,0,2564,2564,220,0,43,300
366,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200029,류시우,S5(과장),거제,Smart Vessel사업팀,693,390,425,605,402,0,86,2602,2516,224,0,24,300
367,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200030,권우진,S3(사원),구미,R&D 1팀,464,503,629,724,733,0,0,3053,3053,229,0,65,300
368,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200031,조예린,S6(차장),거제,Smart Vessel사업팀,634,623,373,593,641,0,0,2866,2866,202,0,95,300
369,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200032,권준서,S3(사원),서울2,R&D 1팀,581,342,471,595,625,292,0,2906,2614,275,0,88,300
370,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200033,조지민,S5(과장),구미,소나개발팀,782,434,403,568,652,0,0,2840,2840,286,0,94,300
371,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200034,송민재,S3(사원),구미,해양SW1팀,375,491,706,527,732,157,132,3120,2831,286,0,178,300
372,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200035,강건우,수석연구원,구미,구매팀,643,761,461,410,546,0,0,2822,2822,309,0,94,300
373,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200036,한하람,S5(과장),구미,구매팀,614,450,459,756,602,0,0,2881,2881,206,0,19,300
374,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200037,최다은,S5(과장),판교,R&D 1팀,304,700,428,584,556,85,0,2657,2572,290,0,49,300
375,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200038,신예린,S4(대리),판교,Smart Vessel사업팀,596,726,588,526,285,235,0,2956,2722,310,0,137,300
376,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200039,송다은,선임연구원,판교,품질팀,685,377,674,734,480,0,170,3121,2951,182,1,78,300
377,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200040,류현우,S3(사원),거제,기구설계팀,544,457,436,438,681,0,0,2556,2556,194,0,19,300
378,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200041,최서윤,S6(차장),구미,R&D 1팀,400,618,736,691,541,0,0,2986,2986,287,0,77,300
379,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200042,홍재현,S3(사원),판교,소나개발팀,761,634,634,385,589,104,0,3106,3002,232,0,30,300
380,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200043,임동현,S5(과장),거제,기구설계팀,556,664,782,388,406,266,0,3061,2795,274,0,87,300
381,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200044,장민재,S3(사원),구미,기구설계팀,293,723,549,734,739,0,0,3038,3038,198,0,157,300
382,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200045,임소율,선임연구원,구미,소나개발팀,724,446,632,610,667,0,0,3079,3079,205,0,113,300
383,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200046,한다인,S3(사원),거제,R&D 1팀,606,538,545,520,592,0,0,2801,2801,184,0,151,300
384,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200047,한다은,S6(차장),구미,전략기획팀,685,547,571,587,524,0,0,2914,2914,191,0,32,300
385,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200048,배가은,S6(차장),서울2,구매팀,649,673,369,286,632,295,0,2905,2609,200,0,176,300
386,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200049,이서윤,수석연구원,구미,기구설계팀,491,789,415,715,441,116,0,2967,2851,273,0,93,300
387,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200050,최나윤,수석연구원,판교,기구설계팀,357,473,466,421,652,288,0,2656,2368,240,0,38,300
388,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200051,송윤서,S7(부장),거제,품질팀,701,655,421,559,680,0,0,3015,3015,281,0,105,300
389,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200052,강소율,S3(사원),판교,소나개발팀,472,484,422,737,734,0,0,2849,2849,213,0,124,300
390,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200053,김서윤,S3(사원),거제,해양SW1팀,759,361,655,346,659,293,0,3072,2779,284,0,74,300
391,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200054,윤민재,S6(차장),거제,품질팀,597,709,560,655,599,0,0,3119,3119,268,0,110,300
392,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200055,배은서,S6(차장),구미,해양SW1팀,760,397,531,706,467,206,0,3067,2861,199,0,134,300
393,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200056,장하람,수석연구원,구미,해양SW1팀,830,443,670,683,385,0,0,3013,3013,290,0,41,300
394,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200057,강도윤,S5(과장),구미,품질팀,739,440,536,734,602,0,0,3052,3052,248,0,124,300
395,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200058,홍동현,S6(차장),판교,R&D 1팀,311,508,749,653,821,0,0,3042,3042,279,0,170,300
396,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200059,황하은,S3(사원),거제,소나개발팀,579,605,628,415,498,0,0,2725,2725,209,0,121,300
397,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200060,구가은,선임연구원,판교,R&D 1팀,370,627,911,618,399,0,0,2925,2925,268,0,19,300
398,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200061,한준서,책임연구원,거제,해양SW2팀,632,553,622,334,451,0,0,2590,2590,232,0,113,300
399,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200062,황나윤,S4(대리),거제,경영지원팀,540,670,664,736,500,0,0,3110,3110,290,0,170,300
400,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200063,오민재,S3(사원),구미,구매팀,637,426,598,447,821,0,0,2929,2929,202,0,59,300
401,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200064,송건우,전문연구원,구미,해양SW1팀,735,616,347,442,748,0,0,2888,2888,214,0,125,300
402,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200065,송다은,S3(사원),서울2,Smart Vessel사업팀,555,902,406,571,407,0,100,2941,2841,283,0,19,300
403,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200066,서태윤,전문연구원,구미,전략기획팀,566,684,440,722,431,0,183,3025,2842,216,0,113,300
404,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200067,안재현,S5(과장),판교,R&D 1팀,456,548,450,942,724,0,0,3119,3119,312,0,104,300
405,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200068,임도윤,S3(사원),구미,구매팀,278,686,685,308,505,0,0,2462,2462,254,0,131,300
406,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200069,임현우,S7(부장),구미,해양SW2팀,497,424,458,362,851,0,0,2593,2593,203,0,28,300
407,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200070,전하람,S4(대리),구미,구매팀,632,397,772,482,514,0,0,2797,2797,304,0,148,300
408,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200071,강서연,책임연구원,판교,품질팀,704,528,647,478,452,107,0,2917,2809,211,0,72,300
409,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200072,최민준,S3(사원),구미,R&D 1팀,600,485,832,560,640,0,0,3118,3118,227,0,71,300
410,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200073,송하윤,전문연구원,구미,Smart Vessel사업팀,828,455,382,577,353,0,0,2595,2595,310,0,175,300
411,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200074,황재현,S6(차장),구미,해양SW2팀,659,448,547,559,756,0,0,2969,2969,268,0,124,300
412,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200075,홍소율,수석연구원,구미,Smart Vessel사업팀,543,523,737,479,680,77,0,3039,2962,209,0,62,300
413,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200076,윤성민,S4(대리),구미,경영지원팀,726,317,678,656,500,231,0,3108,2877,184,0,85,300
414,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200077,박지훈,S7(부장),서울2,경영지원팀,553,830,493,470,440,279,0,3066,2787,194,0,41,300
415,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200078,장우진,전문연구원,판교,Smart Vessel사업팀,543,620,532,517,359,0,0,2571,2571,183,0,83,300
416,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200079,한시온,S3(사원),거제,구매팀,663,325,584,788,648,0,52,3061,3008,304,0,81,300
417,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200080,윤성민,S5(과장),구미,해양SW1팀,667,817,455,367,527,0,0,2833,2833,235,0,136,300
418,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200081,조하윤,S7(부장),거제,품질팀,619,586,461,623,678,0,0,2968,2968,251,0,121,300
419,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200082,신수아,S5(과장),거제,전략기획팀,598,608,782,527,508,0,0,3023,3023,187,0,173,300
420,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200083,장하윤,S4(대리),구미,Smart Vessel사업팀,643,378,482,692,581,0,0,2776,2776,278,0,66,300
421,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200084,송소율,S5(과장),구미,기구설계팀,476,648,482,578,559,109,0,2852,2743,280,0,138,300
422,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200085,서서연,S4(대리),거제,전략기획팀,641,679,458,801,451,0,0,3029,3029,199,0,137,300
423,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200086,최시온,S5(과장),거제,품질팀,755,415,604,418,646,0,183,3020,2837,225,0,71,300
424,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200087,오윤서,수석연구원,거제,R&D 1팀,657,554,337,805,408,154,0,2915,2762,241,0,134,300
425,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200088,장건우,S3(사원),판교,구매팀,536,471,506,543,637,0,0,2693,2693,292,0,140,300
426,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200089,황하람,S3(사원),거제,전략기획팀,596,688,691,330,548,86,0,2940,2854,250,0,80,300
427,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200090,배수아,S4(대리),판교,소나개발팀,950,482,445,380,448,254,69,3028,2705,226,0,103,300
428,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200091,장가은,S4(대리),판교,해양SW2팀,596,718,690,426,455,74,137,3097,2885,266,0,27,300
429,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200092,최하윤,S3(사원),거제,해양SW2팀,707,363,666,295,674,0,0,2705,2705,268,0,105,300
430,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200093,전시우,S4(대리),서울2,해양SW2팀,691,623,635,391,461,178,0,2979,2801,227,0,61,300
431,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200094,배지민,S7(부장),거제,Smart Vessel사업팀,432,829,435,677,539,208,0,3119,2911,239,0,118,300
432,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200095,강우진,S3(사원),서울2,기구설계팀,678,703,426,385,530,0,0,2721,2721,287,0,32,300
433,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200096,한성민,선임연구원,거제,경영지원팀,555,618,547,577,691,0,0,2987,2987,299,0,58,300
434,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200097,장도윤,S4(대리),구미,경영지원팀,382,716,714,394,573,156,0,2934,2778,301,0,73,300
435,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200098,장다인,S6(차장),구미,해양SW1팀,619,524,710,390,717,0,0,2960,2960,260,0,179,300
436,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200099,임다은,S3(사원),거제,기구설계팀,835,571,502,597,606,0,0,3110,3110,199,0,79,300
437,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200100,배나윤,S6(차장),판교,구매팀,647,401,562,784,680,0,0,3075,3075,200,0,83,300
438,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200101,안동현,선임연구원,구미,전략기획팀,726,548,753,410,585,0,0,3023,3023,289,0,34,300
439,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200102,송예린,S5(과장),구미,품질팀,380,664,760,677,433,205,0,3117,2912,200,0,139,300
440,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200103,홍재현,S7(부장),거제,R&D 1팀,682,476,606,651,671,0,0,3086,3086,291,0,49,300
441,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200104,조서윤,책임연구원,구미,해양SW2팀,498,602,524,601,470,0,0,2696,2696,193,0,51,300
442,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200105,장시온,S5(과장),구미,R&D 1팀,446,622,587,555,544,0,0,2753,2753,258,0,82,300
443,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200106,송준서,S3(사원),구미,품질팀,525,875,435,465,773,0,0,3073,3073,225,0,129,300
444,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200107,정지민,S3(사원),판교,R&D 1팀,504,597,631,538,672,0,0,2941,2941,282,0,113,300
445,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200108,장나윤,전문연구원,구미,전략기획팀,416,515,526,746,703,0,0,2905,2905,275,0,120,300
446,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200109,구성민,책임연구원,구미,해양SW1팀,346,409,855,502,879,0,0,2990,2990,258,0,85,300
447,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200110,강하윤,S3(사원),구미,해양SW1팀,694,521,649,634,497,0,0,2995,2995,273,0,164,300
448,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200111,김나윤,S5(과장),거제,전략기획팀,703,776,779,430,338,93,0,3120,3027,226,0,145,300
449,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200112,권민재,S4(대리),판교,품질팀,501,559,545,583,562,0,0,2750,2750,255,0,117,300
450,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200113,이하람,S3(사원),구미,품질팀,521,385,804,662,568,163,0,3103,2940,241,0,108,300
451,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200114,한서연,S3(사원),구미,Smart Vessel사업팀,622,446,677,590,509,0,0,2843,2843,199,0,25,300
452,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200115,신서윤,S3(사원),판교,해양SW2팀,419,667,675,464,328,0,147,2701,2554,214,0,170,300
453,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200116,조가은,S3(사원),구미,해양SW1팀,361,533,562,409,368,212,202,2647,2233,309,0,110,300
454,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200117,오다은,S3(사원),판교,구매팀,499,482,535,466,419,0,0,2401,2401,254,0,59,300
455,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200118,전하람,선임연구원,서울2,경영지원팀,804,557,386,581,781,0,0,3110,3110,233,0,86,300
456,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200119,박성민,S3(사원),판교,해양SW2팀,660,545,532,597,772,0,0,3106,3106,238,0,77,300
457,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200120,강다은,S7(부장),판교,전략기획팀,905,390,592,586,623,0,0,3097,3097,259,0,23,300
458,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200121,김하윤,S6(차장),판교,해양SW2팀,619,482,418,756,710,135,0,3120,2985,242,0,156,300
459,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200122,서민준,S6(차장),구미,기구설계팀,609,632,773,580,517,0,0,3110,3110,181,0,105,300
460,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200123,황지민,S5(과장),판교,경영지원팀,576,302,610,568,722,245,0,3022,2777,253,0,146,300
461,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200124,권태윤,S3(사원),거제,해양SW1팀,575,509,574,776,686,0,0,3120,3120,254,0,29,300
462,"선택적 근로시간제,탄력적 근로시간제",202606,3주차(06월 15일~06월 21일),00200125,한건우,S6(차장),구미,전략기획팀,504,556,622,516,285,112,0,2594,2482,281,0,95,300
463,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200126,송재현,선임연구원,거제,Smart Vessel사업팀,476,775,433,792,424,98,0,2998,2900,207,0,74,300
464,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200127,박승우,전문연구원,구미,기구설계팀,470,628,840,410,586,163,0,3097,2934,227,0,37,300
465,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200128,전하람,S6(차장),판교,구매팀,508,384,475,489,545,0,0,2400,2400,265,0,52,300
466,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200129,김재현,S5(과장),판교,해양SW1팀,867,373,353,685,809,0,0,3088,3088,256,0,27,300
467,모성보호대상자,202606,3주차(06월 15일~06월 21일),00200130,김도윤,S5(과장),거제,해양SW1팀,285,650,551,454,652,0,110,2701,2591,243,0,61,300
468,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200131,최윤서,S7(부장),판교,Smart Vessel사업팀,425,643,361,632,576,283,0,2921,2638,285,0,130,300
469,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200132,한다인,S7(부장),서울2,기구설계팀,904,586,430,518,402,112,0,2950,2839,215,0,128,300
470,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200133,신도윤,S7(부장),구미,구매팀,763,658,377,361,627,227,0,3013,2786,302,0,115,300
471,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200134,최하람,S5(과장),구미,전략기획팀,512,675,593,297,709,0,0,2785,2785,273,0,41,300
472,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200135,조태윤,S6(차장),거제,경영지원팀,533,387,602,305,628,0,0,2456,2456,216,0,91,300
473,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200136,임채원,S7(부장),거제,R&D 1팀,389,940,497,782,461,0,0,3069,3069,239,0,147,300
474,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200137,류서연,수석연구원,구미,품질팀,589,563,717,395,767,0,0,3032,3032,242,0,162,300
475,탄력적 근로시간제,202606,3주차(06월 15일~06월 21일),00200138,최가은,S4(대리),구미,R&D 1팀,721,456,585,804,550,0,0,3116,3116,207,0,112,300
476,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200139,권은서,전문연구원,구미,전략기획팀,708,736,590,308,436,241,0,3019,2778,226,0,58,300
477,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200140,서민준,전문연구원,판교,Smart Vessel사업팀,746,498,706,739,400,0,0,3089,3089,186,0,166,300
478,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200141,안수아,S4(대리),구미,소나개발팀,466,477,674,466,488,233,208,3012,2571,223,0,121,300
479,재량 근로시간제,202606,3주차(06월 15일~06월 21일),00200142,조소율,책임연구원,구미,Smart Vessel사업팀,646,410,483,759,473,0,0,2771,2771,254,0,29,300
480,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200143,구다인,수석연구원,거제,R&D 1팀,737,660,660,386,367,220,44,3073,2810,194,0,176,300
481,선택적 근로시간제,202606,3주차(06월 15일~06월 21일),00200144,조하람,전문연구원,거제,R&D 1팀,552,715,461,610,660,121,0,3120,2999,221,0,132,300
