순번,근무형태구분,연월,주차,사번,이름,직급,소속사업장,소속부서명,월,화,수,목,금,토,일,주확정근무시간,평일확정근무시간,법정휴게시간,비업무_기타,비업무,비업무_중식
327,일반,2026-06,6월 3주차,10327,전준서,사원,거제조선소,경영지원팀,8.1,8.5,8.1,7.5,8.7,0.0,0.0,40.9,40.9,3.8,0,5.6,1.0
328,탄력근무제,2026-06,6월 3주차,10328,임다인,대리,판교R&D센터,경영지원팀,7.7,8.1,8.4,8.0,8.1,0.0,0.0,40.3,40.3,4.4,0,4.7,1.0
329,일반,2026-06,6월 3주차,10329,오성민,사원,거제조선소,Smart Vessel사업팀,9.5,8.5,8.8,9.4,8.7,0.0,0.0,44.9,44.9,4.8,0,1.5,1.0
330,일반,2026-06,6월 3주차,10330,송성민,과장,거제조선소,구매팀,7.9,8.4,9.3,9.0,8.7,0.0,0.0,43.3,43.3,4.9,0,6.2,1.0
331,일반,2026-06,6월 4주차,10001,정가은,상무,판교R&D센터,소나개발팀,11.4,12.0,11.0,11.5,10.8,0.0,0.0,56.7,56.7,4.1,4.7,3.1,1.0
332,일반,2026-06,6월 4주차,10002,윤건우,상무,거제조선소,구매팀,10.1,9.1,10.0,10.7,10.5,0.0,0.0,50.4,50.4,4.4,0,5.7,1.0
333,일반,2026-06,6월 4주차,10003,김태윤,전문위원,거제조선소,해양SW2팀,11.0,11.4,11.1,10.7,10.6,0.0,0.0,54.8,54.8,4.5,2.8,5.2,1.0
334,근태예외자,2026-06,6월 4주차,10004,한하은,부사장,거제조선소,기구설계팀,10.1,9.6,10.2,10.7,10.3,0.0,0.0,50.9,50.9,3.5,0,3.0,1.0
335,일반,2026-06,6월 4주차,10005,송하은,부사장,판교R&D센터,기구설계팀,11.3,11.0,10.2,10.7,10.4,0.0,2.0,55.6,53.6,3.6,3.6,4.9,1.0
336,일반,2026-06,6월 4주차,10006,이윤서,부사장,판교R&D센터,품질팀,10.8,10.4,10.0,10.0,10.1,0.0,0.0,51.3,51.3,4.4,0,4.3,1.0
337,일반,2026-06,6월 4주차,10007,권동현,상무,성남사업장,해양SW2팀,11.1,10.4,11.1,10.8,11.3,0.0,0.0,54.7,54.7,3.6,2.7,3.4,1.0
338,일반,2026-06,6월 4주차,10008,홍도윤,부사장,판교R&D센터,해양SW2팀,11.1,11.7,10.9,10.7,10.3,0.0,0.0,54.7,54.7,4.7,2.7,3.2,1.0
339,일반,2026-06,6월 4주차,10009,홍성민,과장,거제조선소,해양SW1팀,11.5,11.3,11.4,11.1,11.2,4.4,0.0,60.9,56.5,4.1,8.9,4.8,1.0
340,일반,2026-06,6월 4주차,10010,한준서,차장,거제조선소,소나개발팀,11.2,11.8,11.8,10.8,11.7,2.5,0.0,59.8,57.3,3.6,7.8,1.9,1.0
341,일반,2026-06,6월 4주차,10011,홍우진,부장,거제조선소,품질팀,8.1,7.5,8.8,8.3,8.2,2.4,0.0,43.3,40.9,4.0,0,3.4,1.0
342,일반,2026-06,6월 4주차,10012,류준서,과장,판교R&D센터,기구설계팀,8.6,9.3,8.6,8.6,8.1,0.0,0.0,43.2,43.2,4.7,0,3.9,1.0
343,일반,2026-06,6월 4주차,10013,최지훈,사원,거제조선소,경영지원팀,8.2,8.6,7.8,7.4,8.5,0.0,0.0,40.5,40.5,4.0,0,4.4,1.0
344,일반,2026-06,6월 4주차,10014,권건우,대리,거제조선소,Smart Vessel사업팀,9.6,9.9,9.2,8.6,9.9,0.0,0.0,47.2,47.2,4.6,0,2.0,1.0
345,일반,2026-06,6월 4주차,10015,장태윤,부장,판교R&D센터,Smart Vessel사업팀,9.6,10.0,10.1,9.3,9.3,0.0,0.0,48.3,48.3,4.2,0,1.6,1.0
346,일반,2026-06,6월 4주차,10016,장건우,대리,거제조선소,경영지원팀,8.6,7.9,8.3,8.3,8.2,0.0,0.0,41.3,41.3,4.1,0,5.6,1.0
347,일반,2026-06,6월 4주차,10017,조지훈,사원,판교R&D센터,기구설계팀,8.2,8.2,9.4,8.4,8.7,0.0,0.0,42.9,42.9,4.6,0,3.2,1.0
348,일반,2026-06,6월 4주차,10018,최다인,부장,판교R&D센터,소나개발팀,9.6,9.7,10.2,8.5,9.4,0.0,0.0,47.4,47.4,4.6,0,2.9,1.0
349,탄력근무제,2026-06,6월 4주차,10019,박도윤,차장,거제조선소,해양SW2팀,9.7,9.4,9.0,9.1,9.6,0.0,0.0,46.8,46.8,3.5,0,4.4,1.0
350,일반,2026-06,6월 4주차,10020,송유진,부장,거제조선소,해양SW1팀,8.7,9.7,8.5,9.5,9.4,0.0,0.0,45.8,45.8,4.7,0,3.2,1.0
351,일반,2026-06,6월 4주차,10021,조성민,대리,성남사업장,해양SW2팀,8.3,8.5,9.1,9.0,8.4,0.0,0.0,43.3,43.3,3.7,0,4.5,1.0
352,일반,2026-06,6월 4주차,10022,윤소율,과장,성남사업장,경영지원팀,8.5,7.4,7.7,8.1,7.7,1.6,0.0,41.0,39.4,3.9,0,4.6,1.0
353,일반,2026-06,6월 4주차,10023,이소율,과장,거제조선소,해양SW2팀,8.9,9.1,8.9,9.0,8.5,0.0,0.0,44.4,44.4,4.1,0,2.2,1.0
354,일반,2026-06,6월 4주차,10024,송지훈,대리,거제조선소,해양SW2팀,9.0,9.2,9.0,10.1,9.1,0.0,0.0,46.4,46.4,3.9,0,4.6,1.0
355,탄력근무제,2026-06,6월 4주차,10025,조하은,과장,판교R&D센터,해양SW2팀,8.8,8.2,8.9,8.9,8.6,0.0,0.0,43.4,43.4,4.5,0,3.3,1.0
356,일반,2026-06,6월 4주차,10026,홍동현,대리,성남사업장,경영지원팀,8.3,7.7,7.2,8.5,8.3,0.0,0.0,40.0,40.0,4.3,0,4.1,1.0
357,일반,2026-06,6월 4주차,10027,권지훈,대리,거제조선소,Smart Vessel사업팀,10.5,9.2,8.6,8.7,9.8,0.0,0.0,46.8,46.8,3.8,0,1.4,1.0
358,탄력근무제,2026-06,6월 4주차,10028,송하은,사원,거제조선소,Smart Vessel사업팀,9.0,9.3,9.2,9.6,8.3,0.0,0.0,45.4,45.4,4.9,0,2.4,1.0
359,탄력근무제,2026-06,6월 4주차,10029,강다은,차장,성남사업장,Smart Vessel사업팀,9.1,9.6,9.3,10.0,9.7,0.0,0.0,47.7,47.7,4.3,0,1.4,1.0
360,일반,2026-06,6월 4주차,10030,서지민,대리,거제조선소,소나개발팀,9.6,10.4,10.0,10.2,10.0,0.0,0.0,50.2,50.2,4.1,0,3.4,1.0
361,일반,2026-06,6월 4주차,10031,이현우,대리,거제조선소,경영지원팀,8.5,8.0,8.4,8.4,8.2,0.0,0.0,41.5,41.5,3.6,0,4.4,1.0
362,일반,2026-06,6월 4주차,10032,안유진,대리,판교R&D센터,소나개발팀,9.8,9.8,9.5,9.5,10.0,0.0,0.0,48.6,48.6,4.2,0,2.1,1.0
363,일반,2026-06,6월 4주차,10033,윤준서,차장,판교R&D센터,Smart Vessel사업팀,8.9,9.4,9.1,9.2,8.8,0.0,0.0,45.4,45.4,4.1,0,3.0,1.0
364,일반,2026-06,6월 4주차,10034,류현우,사원,판교R&D센터,소나개발팀,9.5,9.7,10.0,10.1,10.3,0.0,0.0,49.6,49.6,4.4,0,3.4,1.0
365,일반,2026-06,6월 4주차,10035,홍하윤,사원,거제조선소,품질팀,8.5,8.9,7.5,8.3,8.5,0.0,1.6,43.3,41.7,4.8,0,4.4,1.0
366,근태예외자,2026-06,6월 4주차,10036,최도윤,부장,거제조선소,소나개발팀,10.2,9.4,9.8,10.6,9.2,0.0,0.0,49.2,49.2,4.9,0,2.9,1.0
367,탄력근무제,2026-06,6월 4주차,10037,오하윤,사원,성남사업장,품질팀,8.1,8.3,9.0,8.2,7.8,0.0,0.0,41.4,41.4,4.5,0,3.8,1.0
368,일반,2026-06,6월 4주차,10038,최승우,과장,판교R&D센터,소나개발팀,9.4,9.2,9.4,9.4,8.7,0.0,0.0,46.1,46.1,4.0,0,1.4,1.0
369,일반,2026-06,6월 4주차,10039,한재현,사원,거제조선소,해양SW1팀,9.3,9.3,9.1,9.0,8.7,0.0,0.0,45.4,45.4,4.2,0,3.2,1.0
370,탄력근무제,2026-06,6월 4주차,10040,박동현,대리,성남사업장,기구설계팀,8.8,8.5,8.3,9.0,8.1,0.0,2.1,44.8,42.7,4.1,0,3.9,1.0
371,일반,2026-06,6월 4주차,10041,권수아,사원,판교R&D센터,해양SW1팀,8.9,9.2,9.3,8.6,8.8,0.0,0.0,44.8,44.8,4.4,0,2.9,1.0
372,탄력근무제,2026-06,6월 4주차,10042,류수아,사원,거제조선소,해양SW1팀,8.6,9.4,8.7,9.3,8.7,0.0,0.0,44.7,44.7,4.2,0,1.9,1.0
373,일반,2026-06,6월 4주차,10043,윤윤서,대리,성남사업장,소나개발팀,9.0,9.9,9.3,8.9,9.4,0.0,0.0,46.5,46.5,4.5,0,3.1,1.0
374,일반,2026-06,6월 4주차,10044,윤서윤,차장,성남사업장,구매팀,7.8,8.1,7.1,7.8,7.3,0.0,0.0,38.1,38.1,4.8,0,4.5,1.0
375,일반,2026-06,6월 4주차,10045,한은서,사원,거제조선소,구매팀,8.4,8.6,8.2,8.9,7.7,0.0,0.0,41.8,41.8,4.7,0,5.7,1.0
376,탄력근무제,2026-06,6월 4주차,10046,최준서,차장,거제조선소,해양SW2팀,9.2,8.8,9.3,8.9,8.6,0.0,0.0,44.8,44.8,3.8,0,4.7,1.0
377,탄력근무제,2026-06,6월 4주차,10047,윤소율,사원,거제조선소,경영지원팀,8.1,8.0,8.3,8.8,8.0,0.0,0.0,41.2,41.2,3.7,0,3.9,1.0
378,일반,2026-06,6월 4주차,10048,홍건우,대리,성남사업장,Smart Vessel사업팀,9.4,9.4,9.3,8.7,9.6,0.0,0.0,46.4,46.4,4.1,0,3.3,1.0
379,근태예외자,2026-06,6월 4주차,10049,강현우,대리,거제조선소,소나개발팀,10.2,10.0,10.7,10.0,10.2,0.0,0.0,51.1,51.1,4.0,0,2.1,1.0
380,탄력근무제,2026-06,6월 4주차,10050,신나윤,사원,거제조선소,구매팀,8.1,8.1,7.9,7.9,8.6,0.0,0.0,40.6,40.6,4.2,0,3.7,1.0
381,일반,2026-06,6월 4주차,10051,김건우,차장,거제조선소,해양SW2팀,9.5,9.0,9.3,8.9,8.9,0.0,0.0,45.6,45.6,3.9,0,4.2,1.0
382,일반,2026-06,6월 4주차,10052,한나윤,과장,거제조선소,해양SW2팀,9.1,8.6,8.7,8.6,8.8,0.0,0.0,43.8,43.8,4.9,0,4.5,1.0
383,일반,2026-06,6월 4주차,10053,한준서,과장,거제조선소,기구설계팀,8.9,9.0,9.4,8.7,8.4,0.0,0.0,44.4,44.4,4.5,0,4.9,1.0
384,탄력근무제,2026-06,6월 4주차,10054,전현우,사원,판교R&D센터,구매팀,8.3,8.4,8.5,8.7,8.0,0.0,0.0,41.9,41.9,4.9,0,5.0,1.0
385,탄력근무제,2026-06,6월 4주차,10055,전동현,사원,거제조선소,기구설계팀,9.5,8.2,9.2,9.5,8.0,0.0,0.0,44.4,44.4,4.8,0,4.6,1.0
386,근태예외자,2026-06,6월 4주차,10056,강윤서,과장,판교R&D센터,경영지원팀,7.6,7.8,6.4,7.4,7.1,0.0,0.0,36.3,36.3,4.6,0,5.1,1.0
387,근태예외자,2026-06,6월 4주차,10057,윤윤서,과장,거제조선소,품질팀,8.2,8.5,8.2,8.4,8.2,0.0,0.0,41.5,41.5,3.5,0,4.7,1.0
388,일반,2026-06,6월 4주차,10058,박우진,사원,거제조선소,소나개발팀,9.4,9.7,10.0,9.3,10.1,0.0,0.0,48.5,48.5,4.7,0,3.0,1.0
389,일반,2026-06,6월 4주차,10059,홍성민,사원,거제조선소,구매팀,8.0,8.1,8.3,7.4,9.1,0.0,0.0,40.9,40.9,4.4,0,4.7,1.0
390,일반,2026-06,6월 4주차,10060,안우진,차장,판교R&D센터,Smart Vessel사업팀,8.8,9.7,9.3,8.5,9.5,0.0,0.0,45.8,45.8,3.5,0,1.5,1.0
391,일반,2026-06,6월 4주차,10061,안수아,차장,거제조선소,경영지원팀,7.9,8.6,7.8,8.0,8.7,0.0,0.0,41.0,41.0,3.7,0,6.2,1.0
392,일반,2026-06,6월 4주차,10062,강가은,차장,판교R&D센터,구매팀,8.0,9.0,8.0,7.7,8.9,0.0,0.0,41.6,41.6,4.0,0,5.1,1.0
393,일반,2026-06,6월 4주차,10063,홍소율,과장,판교R&D센터,기구설계팀,8.1,8.5,9.1,8.3,8.5,0.0,0.0,42.5,42.5,3.8,0,3.1,1.0
394,탄력근무제,2026-06,6월 4주차,10064,박지훈,대리,거제조선소,기구설계팀,8.5,7.5,8.0,8.7,9.2,0.0,0.0,41.9,41.9,4.7,0,3.3,1.0
395,일반,2026-06,6월 4주차,10065,송우진,사원,거제조선소,해양SW2팀,8.4,8.6,8.9,8.6,9.0,0.0,0.0,43.5,43.5,4.5,0,2.4,1.0
396,일반,2026-06,6월 4주차,10066,서채원,대리,성남사업장,소나개발팀,9.1,9.2,9.0,9.8,10.2,0.0,0.0,47.3,47.3,4.6,0,2.1,1.0
397,일반,2026-06,6월 4주차,10067,전승우,과장,거제조선소,구매팀,8.7,8.0,7.7,8.5,7.8,0.0,0.0,40.7,40.7,4.7,0,3.6,1.0
398,일반,2026-06,6월 4주차,10068,서가은,대리,거제조선소,소나개발팀,9.6,9.4,9.4,9.4,10.0,0.0,0.0,47.8,47.8,4.5,0,2.2,1.0
399,일반,2026-06,6월 4주차,10069,김도윤,사원,성남사업장,소나개발팀,10.1,9.9,9.0,8.9,10.1,0.0,0.0,48.0,48.0,3.8,0,1.8,1.0
400,일반,2026-06,6월 4주차,10070,권시우,대리,거제조선소,소나개발팀,9.7,9.6,8.9,9.8,9.9,0.0,0.0,47.9,47.9,4.7,0,2.8,1.0
401,일반,2026-06,6월 4주차,10071,김가은,사원,거제조선소,구매팀,8.1,7.9,7.9,8.2,8.4,0.0,0.0,40.5,40.5,4.1,0,5.9,1.0
402,일반,2026-06,6월 4주차,10072,김소율,대리,판교R&D센터,Smart Vessel사업팀,9.4,9.3,9.4,8.3,9.2,0.0,0.0,45.6,45.6,4.5,0,1.4,1.0
403,일반,2026-06,6월 4주차,10073,조우진,사원,거제조선소,해양SW1팀,9.7,8.7,9.0,8.5,8.4,0.0,0.0,44.3,44.3,3.5,0,3.2,1.0
404,일반,2026-06,6월 4주차,10074,임하은,사원,판교R&D센터,Smart Vessel사업팀,9.9,9.3,9.2,8.2,9.9,0.0,0.0,46.5,46.5,3.8,0,2.7,1.0
405,일반,2026-06,6월 4주차,10075,박현우,과장,거제조선소,구매팀,8.4,8.1,8.8,8.9,8.2,0.0,0.0,42.4,42.4,4.1,0,5.2,1.0
406,일반,2026-06,6월 4주차,10076,최은서,사원,성남사업장,기구설계팀,8.6,9.0,9.0,8.5,9.0,0.0,0.0,44.1,44.1,4.5,0,4.6,1.0
407,일반,2026-06,6월 4주차,10077,홍시우,대리,판교R&D센터,구매팀,7.0,8.1,8.3,8.1,8.2,0.0,0.0,39.7,39.7,4.4,0,3.6,1.0
408,일반,2026-06,6월 4주차,10078,권성민,대리,성남사업장,구매팀,8.1,8.0,7.9,8.5,8.6,0.0,0.0,41.1,41.1,4.0,0,4.3,1.0
409,탄력근무제,2026-06,6월 4주차,10079,황우진,대리,판교R&D센터,기구설계팀,8.7,8.0,8.4,8.6,8.9,0.0,0.0,42.6,42.6,4.9,0,3.7,1.0
410,일반,2026-06,6월 4주차,10080,권소율,사원,판교R&D센터,해양SW2팀,8.4,9.1,9.1,8.9,8.1,0.0,0.0,43.6,43.6,4.2,0,3.8,1.0
411,탄력근무제,2026-06,6월 4주차,10081,강채원,과장,거제조선소,품질팀,8.5,8.9,8.9,8.8,8.7,0.0,0.0,43.8,43.8,4.6,0,4.4,1.0
412,일반,2026-06,6월 4주차,10082,조도윤,대리,판교R&D센터,기구설계팀,8.4,8.0,8.6,8.1,8.5,0.0,0.0,41.6,41.6,3.6,0,3.6,1.0
413,일반,2026-06,6월 4주차,10083,황우진,과장,판교R&D센터,해양SW2팀,8.8,9.5,9.1,8.4,9.3,0.0,0.0,45.1,45.1,4.1,0,3.1,1.0
414,일반,2026-06,6월 4주차,10084,황수아,사원,거제조선소,해양SW2팀,8.7,9.6,8.5,9.4,8.8,3.4,0.0,48.4,45.0,4.1,0,3.6,1.0
415,일반,2026-06,6월 4주차,10085,임지민,과장,거제조선소,품질팀,8.2,8.1,7.7,8.7,9.0,0.0,0.0,41.7,41.7,4.0,0,3.9,1.0
416,일반,2026-06,6월 4주차,10086,장가은,대리,거제조선소,해양SW1팀,9.1,9.5,10.0,8.9,9.4,0.0,0.0,46.9,46.9,4.6,0,4.0,1.0
417,일반,2026-06,6월 4주차,10087,오유진,과장,판교R&D센터,Smart Vessel사업팀,8.6,8.8,9.6,8.2,8.8,0.0,0.0,44.0,44.0,4.3,0,2.0,1.0
418,일반,2026-06,6월 4주차,10088,정동현,사원,성남사업장,소나개발팀,10.4,9.7,9.9,9.5,9.9,0.0,0.0,49.4,49.4,4.6,0,2.8,1.0
419,일반,2026-06,6월 4주차,10089,강서연,차장,거제조선소,기구설계팀,8.4,8.5,8.8,9.1,8.3,0.0,0.0,43.1,43.1,4.5,0,4.5,1.0
420,일반,2026-06,6월 4주차,10090,홍윤서,사원,거제조선소,Smart Vessel사업팀,9.4,8.6,9.1,8.9,9.6,0.0,0.0,45.6,45.6,4.7,0,1.4,1.0
421,일반,2026-06,6월 4주차,10091,송태윤,과장,거제조선소,기구설계팀,9.4,8.7,9.5,8.5,9.0,0.0,0.0,45.1,45.1,3.6,0,3.7,1.0
422,일반,2026-06,6월 4주차,10092,류다은,과장,거제조선소,구매팀,8.5,7.7,7.5,8.3,8.0,0.0,0.0,40.0,40.0,4.1,0,4.9,1.0
423,일반,2026-06,6월 4주차,10093,조지민,과장,성남사업장,Smart Vessel사업팀,9.0,9.2,8.9,9.3,8.9,0.0,0.0,45.3,45.3,3.9,0,1.5,1.0
424,일반,2026-06,6월 4주차,10094,전채원,사원,거제조선소,Smart Vessel사업팀,9.3,8.7,9.7,9.3,8.9,0.0,0.0,45.9,45.9,3.7,0,1.5,1.0
425,일반,2026-06,6월 4주차,10095,장은서,과장,거제조선소,경영지원팀,8.4,7.7,8.3,7.6,7.9,0.0,0.0,39.9,39.9,3.6,0,4.4,1.0
426,일반,2026-06,6월 4주차,10096,홍지훈,차장,거제조선소,해양SW2팀,9.5,9.2,9.6,9.8,9.5,0.0,0.0,47.6,47.6,3.8,0,4.4,1.0
427,일반,2026-06,6월 4주차,10097,류다인,사원,판교R&D센터,해양SW1팀,9.7,9.2,8.5,9.3,8.9,0.0,0.0,45.6,45.6,4.0,0,2.4,1.0
428,일반,2026-06,6월 4주차,10098,황우진,과장,성남사업장,구매팀,8.0,7.9,8.2,7.3,8.0,0.0,0.0,39.4,39.4,4.7,0,3.6,1.0
429,일반,2026-06,6월 4주차,10099,윤윤서,대리,판교R&D센터,품질팀,8.8,9.0,8.9,8.6,7.8,0.0,0.0,43.1,43.1,3.8,0,3.9,1.0
430,일반,2026-06,6월 4주차,10100,강채원,부장,판교R&D센터,기구설계팀,7.7,8.5,9.2,8.9,8.1,0.0,0.0,42.4,42.4,4.4,0,3.9,1.0
431,일반,2026-06,6월 4주차,10101,박채원,사원,판교R&D센터,구매팀,8.1,8.7,7.7,8.1,8.1,0.0,0.0,40.7,40.7,3.9,0,4.3,1.0
432,일반,2026-06,6월 4주차,10102,임윤서,과장,거제조선소,해양SW1팀,9.6,9.2,9.8,9.4,10.0,0.0,0.0,48.0,48.0,4.8,0,4.0,1.0
433,일반,2026-06,6월 4주차,10103,최태윤,과장,거제조선소,경영지원팀,7.7,8.0,7.3,8.0,8.5,0.0,0.0,39.5,39.5,4.7,0,5.4,1.0
434,일반,2026-06,6월 4주차,10104,오나윤,부장,거제조선소,경영지원팀,7.3,9.1,7.6,8.2,8.0,0.0,0.0,40.2,40.2,3.9,0,5.5,1.0
435,일반,2026-06,6월 4주차,10105,임우진,과장,거제조선소,해양SW2팀,9.3,8.3,8.4,9.7,9.7,0.0,0.0,45.4,45.4,3.9,0,3.0,1.0
436,일반,2026-06,6월 4주차,10106,김수아,사원,판교R&D센터,해양SW2팀,8.6,8.8,8.6,8.9,9.2,3.8,0.0,47.9,44.1,4.2,0,3.8,1.0
437,일반,2026-06,6월 4주차,10107,정채원,차장,거제조선소,Smart Vessel사업팀,8.7,10.1,9.7,10.0,10.4,0.0,0.0,48.9,48.9,4.5,0,1.5,1.0
438,근태예외자,2026-06,6월 4주차,10108,윤우진,과장,판교R&D센터,구매팀,8.4,8.1,7.5,9.2,8.6,0.0,0.0,41.8,41.8,4.0,0,3.9,1.0
439,일반,2026-06,6월 4주차,10109,신시우,부장,성남사업장,해양SW1팀,10.4,9.8,9.9,9.0,9.8,0.0,0.0,48.9,48.9,3.9,0,3.4,1.0
440,탄력근무제,2026-06,6월 4주차,10110,류윤서,차장,판교R&D센터,기구설계팀,8.3,8.4,8.6,8.3,8.1,0.0,0.0,41.7,41.7,4.2,0,2.6,1.0
441,일반,2026-06,6월 4주차,10111,서우진,대리,거제조선소,품질팀,8.1,8.3,8.4,9.5,8.6,0.0,0.0,42.9,42.9,3.8,0,4.0,1.0
442,일반,2026-06,6월 4주차,10112,신서연,부장,판교R&D센터,해양SW2팀,8.0,8.9,9.2,8.1,9.3,0.0,0.0,43.5,43.5,4.5,0,2.8,1.0
443,일반,2026-06,6월 4주차,10113,홍지훈,부장,거제조선소,구매팀,7.8,8.1,8.3,8.6,8.3,0.0,0.0,41.1,41.1,4.0,0,3.8,1.0
444,탄력근무제,2026-06,6월 4주차,10114,권하은,대리,성남사업장,품질팀,8.2,8.6,8.4,8.4,7.7,0.0,0.0,41.3,41.3,4.5,0,3.5,1.0
445,근태예외자,2026-06,6월 4주차,10115,박채원,과장,성남사업장,구매팀,7.9,8.8,8.1,7.5,8.2,0.0,0.0,40.5,40.5,3.9,0,3.8,1.0
446,탄력근무제,2026-06,6월 4주차,10116,송준서,과장,판교R&D센터,구매팀,8.0,9.7,8.6,9.4,8.1,0.0,0.0,43.8,43.8,4.6,0,4.4,1.0
447,일반,2026-06,6월 4주차,10117,박소율,차장,성남사업장,경영지원팀,8.3,7.9,7.8,8.3,8.4,0.0,0.0,40.7,40.7,3.6,0,6.2,1.0
448,일반,2026-06,6월 4주차,10118,홍성민,부장,거제조선소,Smart Vessel사업팀,9.0,8.8,9.6,9.9,9.4,0.0,0.0,46.7,46.7,3.7,0,1.7,1.0
449,탄력근무제,2026-06,6월 4주차,10119,임예린,과장,거제조선소,소나개발팀,9.6,9.7,8.9,9.9,9.2,0.0,0.0,47.3,47.3,4.5,0,1.5,1.0
450,일반,2026-06,6월 4주차,10120,서나윤,대리,거제조선소,해양SW1팀,9.1,8.7,9.5,9.6,9.3,0.0,0.0,46.2,46.2,3.7,0,2.8,1.0
451,일반,2026-06,6월 4주차,10121,장윤서,과장,거제조선소,해양SW2팀,8.5,7.9,8.5,8.5,8.3,0.0,0.0,41.7,41.7,4.8,0,3.2,1.0
452,탄력근무제,2026-06,6월 4주차,10122,류하윤,부장,거제조선소,해양SW1팀,9.0,9.5,9.8,9.1,9.6,0.0,0.0,47.0,47.0,4.1,0,2.9,1.0
453,일반,2026-06,6월 4주차,10123,황하은,사원,거제조선소,기구설계팀,8.8,8.0,8.6,8.5,7.9,0.0,0.0,41.8,41.8,4.2,0,3.5,1.0
454,탄력근무제,2026-06,6월 4주차,10124,서지민,과장,거제조선소,기구설계팀,8.1,8.4,8.2,7.9,7.9,0.0,0.0,40.5,40.5,3.8,0,4.4,1.0
455,일반,2026-06,6월 4주차,10125,임태윤,차장,성남사업장,소나개발팀,10.4,9.9,10.0,8.8,10.1,0.0,0.0,49.2,49.2,4.9,0,3.0,1.0
456,일반,2026-06,6월 4주차,10126,정동현,대리,판교R&D센터,해양SW2팀,8.2,8.6,9.4,8.4,9.0,0.0,0.0,43.6,43.6,4.7,0,3.9,1.0
457,일반,2026-06,6월 4주차,10127,정도윤,사원,거제조선소,경영지원팀,8.4,8.6,8.3,8.2,8.6,0.0,0.0,42.1,42.1,4.4,0,5.0,1.0
458,일반,2026-06,6월 4주차,10128,오건우,대리,거제조선소,해양SW2팀,8.9,9.4,9.2,9.8,8.1,0.0,0.0,45.4,45.4,4.1,0,3.0,1.0
459,일반,2026-06,6월 4주차,10129,한은서,사원,성남사업장,경영지원팀,7.7,7.7,7.7,7.8,8.3,0.0,0.0,39.2,39.2,4.5,0,6.1,1.0
460,일반,2026-06,6월 4주차,10130,서서윤,사원,성남사업장,해양SW2팀,8.9,8.9,8.3,9.7,9.2,0.0,0.0,45.0,45.0,4.5,0,2.7,1.0
461,일반,2026-06,6월 4주차,10131,오윤서,차장,거제조선소,소나개발팀,9.9,9.7,9.9,10.0,9.4,0.0,0.0,48.9,48.9,4.6,0,1.9,1.0
462,일반,2026-06,6월 4주차,10132,김나윤,대리,거제조선소,품질팀,8.7,8.7,9.1,9.2,8.6,0.0,0.0,44.3,44.3,4.0,0,4.3,1.0
463,일반,2026-06,6월 4주차,10133,권다인,부장,판교R&D센터,해양SW2팀,9.4,8.9,9.6,8.2,8.6,0.0,0.0,44.7,44.7,4.2,0,4.4,1.0
464,일반,2026-06,6월 4주차,10134,황하은,사원,성남사업장,소나개발팀,9.4,8.5,9.1,9.1,9.0,0.0,0.0,45.1,45.1,3.8,0,2.9,1.0
465,탄력근무제,2026-06,6월 4주차,10135,송다은,사원,거제조선소,경영지원팀,8.4,8.5,8.8,8.7,7.6,0.0,0.0,42.0,42.0,4.2,0,4.6,1.0
466,일반,2026-06,6월 4주차,10136,장서연,차장,판교R&D센터,Smart Vessel사업팀,9.5,9.4,9.2,9.3,9.7,0.0,0.0,47.1,47.1,4.6,0,1.8,1.0
467,일반,2026-06,6월 4주차,10137,오수아,대리,성남사업장,해양SW2팀,8.6,8.9,9.6,10.7,10.0,0.0,0.0,47.8,47.8,3.9,0,4.0,1.0
468,일반,2026-06,6월 4주차,10138,권도윤,사원,거제조선소,기구설계팀,8.8,9.1,9.0,8.5,10.0,0.0,0.0,45.4,45.4,4.9,0,3.7,1.0
469,일반,2026-06,6월 4주차,10139,정은서,과장,거제조선소,소나개발팀,9.6,9.8,9.0,9.9,9.1,0.0,0.0,47.4,47.4,4.0,0,1.3,1.0
470,탄력근무제,2026-06,6월 4주차,10140,윤시우,차장,판교R&D센터,해양SW2팀,9.2,8.8,8.8,10.9,8.5,0.0,0.0,46.2,46.2,3.7,0,4.7,1.0
471,일반,2026-06,6월 4주차,10141,정수아,과장,성남사업장,기구설계팀,8.6,8.2,8.7,7.8,7.9,0.0,0.0,41.2,41.2,3.9,0,3.5,1.0
472,일반,2026-06,6월 4주차,10142,윤현우,과장,거제조선소,소나개발팀,9.4,9.5,9.6,9.7,10.0,0.0,0.0,48.2,48.2,4.9,0,1.5,1.0
473,일반,2026-06,6월 4주차,10143,황우진,사원,거제조선소,구매팀,8.2,9.2,8.3,7.4,8.9,0.0,0.0,42.0,42.0,4.1,0,3.9,1.0
474,일반,2026-06,6월 4주차,10144,안하윤,사원,성남사업장,해양SW2팀,8.6,8.5,9.1,8.9,9.5,0.0,0.0,44.6,44.6,4.1,0,3.7,1.0
475,일반,2026-06,6월 4주차,10145,최채원,사원,판교R&D센터,경영지원팀,8.0,8.0,7.0,8.1,7.9,0.0,0.0,39.0,39.0,4.3,0,4.9,1.0
476,일반,2026-06,6월 4주차,10146,장나윤,차장,판교R&D센터,품질팀,7.9,9.0,8.8,9.2,8.9,0.0,0.0,43.8,43.8,4.5,0,4.0,1.0
